date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:46	9087/9087	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/member.png	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/member.png	(from https://www.nisasaribakery.com/)
15:46:47	1323570/1323570	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/kue%20kering%202.png	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/kue%20kering%202.png	(from https://www.nisasaribakery.com/)
15:46:47	3451/3451	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/img/testimonial-1.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/img/testimonial-1.jpg	(from https://www.nisasaribakery.com/)
15:46:47	3517/3517	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/img/testimonial-2.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/img/testimonial-2.jpg	(from https://www.nisasaribakery.com/)
15:46:47	3066/3066	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/img/testimonial-3.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/img/testimonial-3.jpg	(from https://www.nisasaribakery.com/)
15:46:48	94905/94905	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/kue%20basah%20kotak.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/kue%20basah%20kotak.jpg	(from https://www.nisasaribakery.com/)
15:46:48	95372/95372	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/kue%20basah1.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/kue%20basah1.jpg	(from https://www.nisasaribakery.com/)
15:46:48	106857/106857	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/kue%20brownis.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/kue%20brownis.jpg	(from https://www.nisasaribakery.com/)
15:46:48	127371/127371	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/kue%20donat.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/kue%20donat.jpg	(from https://www.nisasaribakery.com/)
15:46:49	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/xampp/htdocs/toko%20roti/code.jquery.com/jquery-3.4.1.min.js	(from https://www.nisasaribakery.com/)
15:46:49	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/xampp/htdocs/toko%20roti/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://www.nisasaribakery.com/)
15:46:50	8159/8159	---M--	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/lib/wow/wow.min.js	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/lib/wow/wow.min.js	(from https://www.nisasaribakery.com/)
15:46:50	2303/2303	---M--	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/lib/easing/easing.min.js	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/lib/easing/easing.min.js	(from https://www.nisasaribakery.com/)
15:46:50	9028/9028	---M--	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/lib/waypoints/waypoints.min.js	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/lib/waypoints/waypoints.min.js	(from https://www.nisasaribakery.com/)
15:46:50	42766/42766	---M--	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/lib/owlcarousel/owl.carousel.min.js	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/lib/owlcarousel/owl.carousel.min.js	(from https://www.nisasaribakery.com/)
15:46:51	1854/1854	---M--	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/js/main.js	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/js/main.js	(from https://www.nisasaribakery.com/)
